"id","name","price","stock","description","category","mainImageName","variantImages"
3791,"2136 ALİNCE","2299",160,"Nebim Kod: 24Y0182136","Diğer","",""
3792,"2140 Alince","2999",40,"Nebim Kod: 24Y0182140","Diğer","",""
3793,"2141 ALİNÇE","2749",120,"Nebim Kod: 24Y0182141","Diğer","",""
3794,"2145 ALİNCE","3999",360,"Nebim Kod: 24Y0182145","Diğer","",""
3795,"2146 ALİNCE","2999",80,"Nebim Kod: 24Y0182146","Diğer","",""
3796,"2147 ALİNCE","2999",120,"Nebim Kod: 24Y0182147","Diğer","",""
3797,"2148 ALİNÇE","3999",120,"Nebim Kod: 24Y0182148","Diğer","",""
3798,"2156 ALİNÇE","2749",160,"Nebim Kod: 24Y0182156","Diğer","",""
3799,"2160 ALİNCE","4999",80,"Nebim Kod: 24Y0182160","Diğer","",""
3800,"2180 ALİNÇE","2999",240,"Nebim Kod: 24Y0182180","Diğer","",""
3801,"2184 ALİNÇE","2749",120,"Nebim Kod: 24Y0182184","Diğer","",""
3802,"2185 ALİNÇE","4999",80,"Nebim Kod: 24Y0182185","Diğer","",""
3803,"2189 ALİNCE","4499",80,"Nebim Kod: 24Y0182189","Diğer","",""
3804,"2193 ALİNCE","3999",80,"Nebim Kod: 24Y0182193","Diğer","",""
3805,"2198 ALİNCE","4999",120,"Nebim Kod: 24Y0182198","Diğer","",""
3806,"2199 ALİNCE","4999",160,"Nebim Kod: 24Y0182199","Diğer","",""
3807,"2201 ALİNCE","3999",80,"Nebim Kod: 24Y0182201","Diğer","",""
3808,"8104 ALİNÇE","2999",250,"Nebim Kod: 24Y0188104","Diğer","",""
3809,"8109 ALİNÇE","2749",80,"Nebim Kod: 24Y0188109","Diğer","",""
3810,"8110 ALİNÇE","2749",120,"Nebim Kod: 24Y0188110","Diğer","",""
3811,"8112 ALİNCE","3999",40,"Nebim Kod: 24Y0188112","Diğer","",""
3812,"8114 ALİNÇE","2749",80,"Nebim Kod: 24Y0188114","Diğer","",""
3813,"8115 ALİNÇE","1879",80,"Nebim Kod: 24Y0188115","Diğer","",""
3814,"054 ÖMÜR İNN","8200",180,"Nebim Kod: 24Y021054","Diğer","",""
3815,"070 ÖMÜR İNN","9450",60,"Nebim Kod: 24Y021070","Diğer","",""
3816,"073 ÖMÜR İNN","11750",360,"Nebim Kod: 24Y021073","Diğer","",""
3817,"075 ÖMÜR İNN","5750",60,"Nebim Kod: 24Y021075","Diğer","",""
3818,"077 ÖMÜR İNN","7800",60,"Nebim Kod: 24Y021077","Diğer","",""
3819,"083 ÖMÜR İNN","7700",200,"Nebim Kod: 24Y021083","Diğer","",""
3820,"085 ÖMÜR İNN","5899",60,"Nebim Kod: 24Y021085","Diğer","",""
3821,"089 ÖMÜR İNN","11200",180,"Nebim Kod: 24Y021089","Diğer","",""
3822,"103 ÖMÜR İNN","8800",30,"Nebim Kod: 24Y021103","Diğer","",""
3823,"104 ÖMÜR İNN","9100",30,"Nebim Kod: 24Y021104","Diğer","",""
3824,"110 ÖMÜR İNN","12100",60,"Nebim Kod: 24Y021110","Diğer","",""
3825,"111 ÖMÜR İNN","10750",60,"Nebim Kod: 24Y021111","Diğer","",""
3826,"115 ÖMÜR İNN","9850",40,"Nebim Kod: 24Y021115","Diğer","",""
3827,"116 ÖMÜR İNN","14750",140,"Nebim Kod: 24Y021116","Diğer","",""
3828,"117 ÖMÜR İNN","10750",60,"Nebim Kod: 24Y021117","Diğer","",""
3829,"118 ÖMÜR İNN","10700",80,"Nebim Kod: 24Y021118","Diğer","",""
3830,"119 ÖMÜR İNN","9900",30,"Nebim Kod: 24Y021119","Diğer","",""
3831,"120 ÖMÜR İNN","13250",360,"Nebim Kod: 24Y021120","Diğer","",""
3832,"122 ÖMÜR İNN","11750",80,"Nebim Kod: 24Y021122","Diğer","",""
3833,"126 ÖMÜR İNN","11900",100,"Nebim Kod: 24Y021126","Diğer","",""
3834,"127 ÖMÜR İNN","7350",30,"Nebim Kod: 24Y021127","Diğer","",""
3835,"132 ÖMÜR İNN","14200",320,"Nebim Kod: 24Y021132","Diğer","",""
3836,"133 ÖMÜR İNN","6500",150,"Nebim Kod: 24Y021133","Diğer","",""
3837,"136 ÖMÜR İNN","7400",90,"Nebim Kod: 24Y021136","Diğer","",""
3838,"137 ÖMÜR İNN","6050",120,"Nebim Kod: 24Y021137","Diğer","",""
3839,"138 ÖMÜR İNN","11450",140,"Nebim Kod: 24Y021138","Diğer","",""
3840,"140 ÖMÜR İNN","12850",80,"Nebim Kod: 24Y021140","Diğer","",""
3841,"141 ÖMÜR İNN","9000",420,"Nebim Kod: 24Y021141","Diğer","",""
3842,"142 ÖMÜR İNN","9700",160,"Nebim Kod: 24Y021142","Diğer","",""
3843,"148 ÖMÜR İNN","13850",140,"Nebim Kod: 24Y021148","Diğer","",""
3844,"149 ÖMÜR İNN","6150",40,"Nebim Kod: 24Y021149","Diğer","",""
3845,"150 ÖMÜR İNN","5700",200,"Nebim Kod: 24Y021150","Diğer","",""
3846,"152 ÖMÜR İNN","6050",120,"Nebim Kod: 24Y021152","Diğer","",""
3847,"154 ÖMÜR İNN","10450",80,"Nebim Kod: 24Y021154","Diğer","",""
3848,"155 ÖMÜR İNN","6750",30,"Nebim Kod: 24Y021155","Diğer","",""
3849,"156 ÖMÜR İNN","12350",50,"Nebim Kod: 24Y021156","Diğer","",""
3850,"159 ÖMÜR İNN","7200",80,"Nebim Kod: 24Y021159","Diğer","",""
3851,"160 ÖMÜR İNN","13250",40,"Nebim Kod: 24Y021160","Diğer","",""
3852,"166 ÖMÜR İNN","8650",120,"Nebim Kod: 24Y021166","Diğer","",""
3853,"167 ÖMÜR İNN","11950",80,"Nebim Kod: 24Y021167","Diğer","",""
3854,"168 ÖMÜR İNN","7950",100,"Nebim Kod: 24Y021168","Diğer","",""
3855,"169 ÖMÜR İNN","6900",60,"Nebim Kod: 24Y021169","Diğer","",""
3856,"170 ÖMÜR İNN","10600",80,"Nebim Kod: 24Y021170","Diğer","",""
3857,"174 ÖMÜR İNN","9300",180,"Nebim Kod: 24Y021174","Diğer","",""
3858,"175 ÖMÜR İNN","6300",280,"Nebim Kod: 24Y021175","Diğer","",""
3859,"176 ÖMÜR İNN","10300",60,"Nebim Kod: 24Y021176","Diğer","",""
3860,"179 ÖMÜR İNN","5900",120,"Nebim Kod: 24Y021179","Diğer","",""
3861,"180 ÖMÜR İNN","12000",40,"Nebim Kod: 24Y021180","Diğer","",""
3862,"181 ÖMÜR İNN","8550",40,"Nebim Kod: 24Y021181","Diğer","",""
3863,"184 ÖMÜR İNN","11200",80,"Nebim Kod: 24Y021184","Diğer","",""
3864,"186 ÖMÜR İNN","17500",80,"Nebim Kod: 24Y021186","Diğer","",""
3865,"190 ÖMÜR İNN","11300",50,"Nebim Kod: 24Y021190","Diğer","",""
3866,"194 ÖMÜR İNN","13550",60,"Nebim Kod: 24Y021194","Diğer","",""
3867,"197 ÖMÜR İNN","9200",30,"Nebim Kod: 24Y021197","Diğer","",""
3868,"199 ÖMÜR İNN","8550",30,"Nebim Kod: 24Y021199","Diğer","",""
3869,"203 ÖMÜR İNN","5900",30,"Nebim Kod: 24Y021203","Diğer","",""
3870,"204 ÖMÜR İNN","12950",60,"Nebim Kod: 24Y021204","Diğer","",""
3871,"210 ÖMÜR İNN","12550",150,"Nebim Kod: 24Y021210","Diğer","",""
3872,"212 ÖMÜR İNN","8800",60,"Nebim Kod: 24Y021212","Diğer","",""
3873,"213 ÖMÜR İNN","9450",80,"Nebim Kod: 24Y021213","Diğer","",""
3874,"214 ÖMÜR İNN","8400",30,"Nebim Kod: 24Y021214","Diğer","",""
3875,"218 ÖMÜR İNN","12700",60,"Nebim Kod: 24Y021218","Diğer","",""
3876,"219 ÖMÜR İNN","6800",40,"Nebim Kod: 24Y021219","Diğer","",""
3877,"220 ÖMÜR İNN","16100",60,"Nebim Kod: 24Y021220","Diğer","",""
3878,"221 ÖMÜR İNN","11450",60,"Nebim Kod: 24Y021221","Diğer","",""
3879,"228 ÖMÜR İNN","12100",140,"Nebim Kod: 24Y021228","Diğer","",""
3880,"230 ÖMÜR İNN","8400",80,"Nebim Kod: 24Y021230","Diğer","",""
3881,"232 ÖMÜR İNN","9300",30,"Nebim Kod: 24Y021232","Diğer","",""
3882,"236 ÖMÜR İNN","14250",80,"Nebim Kod: 24Y021236","Diğer","",""
3883,"238 ÖMÜR İNN","9400",60,"Nebim Kod: 24Y021238","Diğer","",""
3884,"240 ÖMÜR İNN","12000",80,"Nebim Kod: 24Y021240","Diğer","",""
3885,"244 ÖMÜR İNN","9000",240,"Nebim Kod: 24Y021244","Diğer","",""
3886,"246 ÖMÜR İNN","17800",60,"Nebim Kod: 24Y021246","Diğer","",""
3887,"248 ÖMÜR İNN","10299",120,"Nebim Kod: 24Y021248","Diğer","",""
3888,"251 ÖMÜR İNN","7900",40,"Nebim Kod: 24Y021251","Diğer","",""
3889,"252 ÖMÜR İNN","10600",200,"Nebim Kod: 24Y021252","Diğer","",""
3890,"254 ÖMÜR İNN","12850",120,"Nebim Kod: 24Y021254","Diğer","",""
3891,"255 ÖMÜR İNN","9000",90,"Nebim Kod: 24Y021255","Diğer","",""
3892,"256 ÖMÜR İNN","8200",80,"Nebim Kod: 24Y021256","Diğer","",""
3893,"258 ÖMÜR İNN","7100",80,"Nebim Kod: 24Y021258","Diğer","",""
3894,"259 ÖMÜR İNN","5550",40,"Nebim Kod: 24Y021259","Diğer","",""
3895,"260 ÖMÜR İNN","12550",90,"Nebim Kod: 24Y021260","Diğer","",""
3896,"262 ÖMÜR İNN","10450",30,"Nebim Kod: 24Y021262","Diğer","",""
3897,"266 ÖMÜR İNN","8650",30,"Nebim Kod: 24Y021266","Diğer","",""
3898,"268 ÖMÜR İNN","9850",60,"Nebim Kod: 24Y021268","Diğer","",""
3899,"272 ÖMÜR İNN","12400",210,"Nebim Kod: 24Y021272","Diğer","",""
3900,"274 ÖMÜR İNN","8650",30,"Nebim Kod: 24Y021274","Diğer","",""
3901,"280 ÖMÜR İNN","13100",30,"Nebim Kod: 24Y021280","Diğer","",""
3902,"292 ÖMÜR İNN","14400",250,"Nebim Kod: 24Y021292","Diğer","",""
3903,"294 ÖMÜR İNN","10400",100,"Nebim Kod: 24Y021294","Diğer","",""
3904,"298 ÖMÜR İNN","15000",80,"Nebim Kod: 24Y021298","Diğer","",""
3905,"302 ÖMÜR İNN","9850",80,"Nebim Kod: 24Y021302","Diğer","",""
3906,"304 ÖMÜR İNN","7250",40,"Nebim Kod: 24Y021304","Diğer","",""
3907,"467 ÖMÜR İNN","8700",250,"Nebim Kod: 24Y021467","Diğer","",""
3908,"469 ÖMÜR İNN","10600",280,"Nebim Kod: 24Y021469","Diğer","",""
3909,"473 ÖMÜR İNN","13250",350,"Nebim Kod: 24Y021473","Diğer","",""
3910,"627 ÖMÜR İNN","10100",90,"Nebim Kod: 24Y021627","Diğer","",""
3911,"5230 SATEN","3999",120,"Nebim Kod: 24Y0245230","Diğer","",""
3912,"5238 SATEN","3999",60,"Nebim Kod: 24Y0245238","Diğer","",""
3913,"5252 SATEN","3999",60,"Nebim Kod: 24Y0245252","Diğer","",""
3914,"1000 MİARTE","1649",80,"Nebim Kod: 24Y0461000","Diğer","",""
3915,"1001 MİARTE","2099",40,"Nebim Kod: 24Y0461001","Diğer","",""
3916,"1002 MİARTE","1549",40,"Nebim Kod: 24Y0461002","Diğer","",""
3917,"1004 MİARTE","2399",40,"Nebim Kod: 24Y0461004","Diğer","",""
3918,"1007 MİARTE","1849",80,"Nebim Kod: 24Y0461007","Diğer","",""
3919,"1015 MİARTE","1799",40,"Nebim Kod: 24Y0461015","Diğer","",""
3920,"1021 MİARTE","899",40,"Nebim Kod: 24Y0461021","Diğer","",""
3921,"1027 MİARTE","1249",40,"Nebim Kod: 24Y0461027","Diğer","",""
3922,"1036 MİARTE","1999",200,"Nebim Kod: 24Y0461036","Diğer","",""
3923,"1038 MİARTE","1249",40,"Nebim Kod: 24Y0461038","Diğer","",""
3924,"1041 MİARTE","2149",40,"Nebim Kod: 24Y0461041","Diğer","",""
3925,"1280 MİANOTTE","3379",80,"Nebim Kod: 24Y0461280","Diğer","",""
3926,"1281 MİANOTTE","3999",40,"Nebim Kod: 24Y0461281","Diğer","",""
3927,"1282 MİANOTTE","5459",80,"Nebim Kod: 24Y0461282","Diğer","",""
3928,"1283 MİANOTTE","3529",40,"Nebim Kod: 24Y0461283","Diğer","",""
3929,"1284 MİANOTTE","3649",40,"Nebim Kod: 24Y0461284","Diğer","",""
3930,"1285 MİANOTTE","4389",80,"Nebim Kod: 24Y0461285","Diğer","",""
3931,"1286 MİANOTTE","5049",80,"Nebim Kod: 24Y0461286","Diğer","",""
3932,"1287 MİANOTTE","3999",80,"Nebim Kod: 24Y0461287","Diğer","",""
3933,"1289 MİANOTTE","2379",40,"Nebim Kod: 24Y0461289","Diğer","",""
3934,"1294 MİANOTTE","3879",40,"Nebim Kod: 24Y0461294","Diğer","",""
3935,"1295 MİANOTTE","4659",40,"Nebim Kod: 24Y0461295","Diğer","",""
3936,"1296 MİANOTTE","5099",60,"Nebim Kod: 24Y0461296","Diğer","",""
3937,"1298 MİANOTTE","3799",80,"Nebim Kod: 24Y0461298","Diğer","",""
3938,"1299 MİANOTTE","4229",80,"Nebim Kod: 24Y0461299","Diğer","",""
3939,"3001 MİARTE","2899",40,"Nebim Kod: 24Y0463001","Diğer","",""
3940,"3006 MİARTE","2149",40,"Nebim Kod: 24Y0463006","Diğer","",""
3941,"3009 MİARTE","2499",40,"Nebim Kod: 24Y0463009","Diğer","",""
3942,"31001 MİARTE","1799",40,"Nebim Kod: 24Y04631001","Diğer","",""
3943,"31002 MİARTE","2299",20,"Nebim Kod: 24Y04631002","Diğer","",""
3944,"31004 MİARTE","1699",20,"Nebim Kod: 24Y04631004","Diğer","",""
3945,"31005 MİARTE","1949",30,"Nebim Kod: 24Y04631005","Diğer","",""
3946,"31006 MİARTE","1949",20,"Nebim Kod: 24Y04631006","Diğer","",""
3947,"31014 MİARTE","1799",60,"Nebim Kod: 24Y04631014","Diğer","",""
3948,"3250 MİANOTTE","2599",80,"Nebim Kod: 24Y0463250","Diğer","",""
3949,"3251 MİANOTTE","2599",80,"Nebim Kod: 24Y0463251","Diğer","",""
3950,"3252 MİANOTTE","1859",80,"Nebim Kod: 24Y0463252","Diğer","",""
3951,"3253 MİANOTTE","2159",120,"Nebim Kod: 24Y0463253","Diğer","",""
3952,"3254 MİANOTTE","2999",80,"Nebim Kod: 24Y0463254","Diğer","",""
3953,"3256 MİANOTTE","2799",40,"Nebim Kod: 24Y0463256","Diğer","",""
3954,"3257 MİANOTTE","2379",80,"Nebim Kod: 24Y0463257","Diğer","",""
3955,"3258 MİANOTTE","4379",80,"Nebim Kod: 24Y0463258","Diğer","",""
3956,"3259 MİANOTTE","2499",80,"Nebim Kod: 24Y0463259","Diğer","",""
3957,"3260 MİANOTTE","2899",40,"Nebim Kod: 24Y0463260","Diğer","",""
3958,"3261 MİANOTTE","2799",80,"Nebim Kod: 24Y0463261","Diğer","",""
3959,"3262 MİANOTTE","1929",80,"Nebim Kod: 24Y0463262","Diğer","",""
3960,"3263 MİANOTTE","1639",80,"Nebim Kod: 24Y0463263","Diğer","",""
3961,"3264 MİANOTTE","2079",40,"Nebim Kod: 24Y0463264","Diğer","",""
3962,"3265 MİANOTTE","2899",40,"Nebim Kod: 24Y0463265","Diğer","",""
3963,"3267 MİANOTTE","2159",40,"Nebim Kod: 24Y0463267","Diğer","",""
3964,"3268 MİANOTTE","2499",40,"Nebim Kod: 24Y0463268","Diğer","",""
3965,"3269 MİANOTTE","3099",40,"Nebim Kod: 24Y0463269","Diğer","",""
3966,"3272 MİANOTTE","3099",40,"Nebim Kod: 24Y0463272","Diğer","",""
3967,"3274 MİANOTTE","1859",40,"Nebim Kod: 24Y0463274","Diğer","",""
3968,"3275 MİANOTTE","1399",40,"Nebim Kod: 24Y0463275","Diğer","",""
3969,"3276 MİANOTTE","2379",40,"Nebim Kod: 24Y0463276","Diğer","",""
3970,"3280 MİANOTTE","3479",40,"Nebim Kod: 24Y0463280","Diğer","",""
3971,"3281 MİANOTTE","2939",80,"Nebim Kod: 24Y0463281","Diğer","",""
3972,"3282 MİANOTTE","2139",40,"Nebim Kod: 24Y0463282","Diğer","",""
3973,"3283 MİANOTTE","1899",80,"Nebim Kod: 24Y0463283","Diğer","",""
3974,"3284 MİANOTTE","2939",80,"Nebim Kod: 24Y0463284","Diğer","",""
3975,"3285 MİANOTTE","2069",40,"Nebim Kod: 24Y0463285","Diğer","",""
3976,"3287 MİANOTTE","2329",40,"Nebim Kod: 24Y0463287","Diğer","",""
3977,"3289 MİANOTTE","3369",80,"Nebim Kod: 24Y0463289","Diğer","",""
3978,"3292 MİANOTTE","2939",80,"Nebim Kod: 24Y0463292","Diğer","",""
3979,"34001 MİARTE","1949",40,"Nebim Kod: 24Y04634001","Diğer","",""
3980,"34003 MİARTE","1499",20,"Nebim Kod: 24Y04634003","Diğer","",""
3981,"34006 MİARTE","1649",30,"Nebim Kod: 24Y04634006","Diğer","",""
3982,"34007 MİARTE","1649",20,"Nebim Kod: 24Y04634007","Diğer","",""
3983,"34008 MİARTE","1799",20,"Nebim Kod: 24Y04634008","Diğer","",""
3984,"34009 MİARTE","1199",20,"Nebim Kod: 24Y04634009","Diğer","",""
3985,"34015 MİARTE","1799",60,"Nebim Kod: 24Y04634015","Diğer","",""
3986,"360 MİANOTTE","3099",20,"Nebim Kod: 24Y046360","Diğer","",""
3987,"361 MİANOTTE","3199",20,"Nebim Kod: 24Y046361","Diğer","",""
3988,"362 MİANOTTE","2599",40,"Nebim Kod: 24Y046362","Diğer","",""
3989,"363 MİANOTTE","3099",20,"Nebim Kod: 24Y046363","Diğer","",""
3990,"364 MİANOTTE","2299",20,"Nebim Kod: 24Y046364","Diğer","",""
3991,"365 MİANOTTE","3399",20,"Nebim Kod: 24Y046365","Diğer","",""
3992,"366 MİANOTTE","3349",20,"Nebim Kod: 24Y046366","Diğer","",""
3993,"367 MİANOTTE","2599",20,"Nebim Kod: 24Y046367","Diğer","",""
3994,"368 MİANOTTE","3799",20,"Nebim Kod: 24Y046368","Diğer","",""
3995,"37002 MİARTE","2599",20,"Nebim Kod: 24Y04637002","Diğer","",""
3996,"5000 MİARTE","1799",80,"Nebim Kod: 24Y0465000","Diğer","",""
3997,"5001 MİARTE","1799",40,"Nebim Kod: 24Y0465001","Diğer","",""
3998,"5004 MİARTE","1799",40,"Nebim Kod: 24Y0465004","Diğer","",""
3999,"5008 MİARTE","1649",40,"Nebim Kod: 24Y0465008","Diğer","",""
4000,"5012 MİARTE","1349",40,"Nebim Kod: 24Y0465012","Diğer","",""
4001,"5016 MİARTE","1399",40,"Nebim Kod: 24Y0465016","Diğer","",""
4002,"5020 MİARTE","1649",80,"Nebim Kod: 24Y0465020","Diğer","",""
4003,"5021 MİARTE","1399",80,"Nebim Kod: 24Y0465021","Diğer","",""
4004,"5027 MİARTE","1399",40,"Nebim Kod: 24Y0465027","Diğer","",""
4005,"5032 MİARTE","1549",40,"Nebim Kod: 24Y0465032","Diğer","",""
4006,"5034 MİARTE","1549",40,"Nebim Kod: 24Y0465034","Diğer","",""
4007,"5036 MİARTE","1999",40,"Nebim Kod: 24Y0465036","Diğer","",""
4008,"5037 MİARTE","1949",40,"Nebim Kod: 24Y0465037","Diğer","",""
4009,"680 MİANOTTE","2159",20,"Nebim Kod: 24Y046680","Diğer","",""
4010,"681 MİANOTTE","1699",40,"Nebim Kod: 24Y046681","Diğer","",""
4011,"682 MİANOTTE","2999",40,"Nebim Kod: 24Y046682","Diğer","",""
4012,"683 MİANOTTE","2599",40,"Nebim Kod: 24Y046683","Diğer","",""
4013,"684 MİANOTTE","2749",40,"Nebim Kod: 24Y046684","Diğer","",""
4014,"685 MİANOTTE","1489",20,"Nebim Kod: 24Y046685","Diğer","",""
4015,"686 MİANOTTE","2749",20,"Nebim Kod: 24Y046686","Diğer","",""
4016,"687 MİANOTTE","2749",20,"Nebim Kod: 24Y046687","Diğer","",""
4017,"688 MİANOTTE","2599",20,"Nebim Kod: 24Y046688","Diğer","",""
4018,"690 MİANOTTE","2229",20,"Nebim Kod: 24Y046690","Diğer","",""
4019,"691 MİANOTTE","2899",20,"Nebim Kod: 24Y046691","Diğer","",""
4020,"692 MİANOTTE","2379",40,"Nebim Kod: 24Y046692","Diğer","",""
4021,"694 MİANOTTE","2799",20,"Nebim Kod: 24Y046694","Diğer","",""
4022,"695 MİANOTTE","3319",20,"Nebim Kod: 24Y046695","Diğer","",""
4023,"6950 MİANOTTE","2379",120,"Nebim Kod: 24Y0466950","Diğer","",""
4024,"6951 MİANOTTE","2899",80,"Nebim Kod: 24Y0466951","Diğer","",""
4025,"6952 MİANOTTE","3529",40,"Nebim Kod: 24Y0466952","Diğer","",""
4026,"6953 MİANOTTE","2499",80,"Nebim Kod: 24Y0466953","Diğer","",""
4027,"6954 MİANOTTE","1929",40,"Nebim Kod: 24Y0466954","Diğer","",""
4028,"6955 MİANOTTE","2379",80,"Nebim Kod: 24Y0466955","Diğer","",""
4029,"6956 MİANOTTE","2759",80,"Nebim Kod: 24Y0466956","Diğer","",""
4030,"6957 MİANOTTE","2999",80,"Nebim Kod: 24Y0466957","Diğer","",""
4031,"6958 MİANOTTE","2499",80,"Nebim Kod: 24Y0466958","Diğer","",""
4032,"6959 MİANOTTE","1559",80,"Nebim Kod: 24Y0466959","Diğer","",""
4033,"6960 MİANOTTE","4099",40,"Nebim Kod: 24Y0466960","Diğer","",""
4034,"6961 MİANOTTE","1339",40,"Nebim Kod: 24Y0466961","Diğer","",""
4035,"6962 MİANOTTE","2159",80,"Nebim Kod: 24Y0466962","Diğer","",""
4036,"6963 MİANOTTE","2499",40,"Nebim Kod: 24Y0466963","Diğer","",""
4037,"6964 MİANOTTE","2899",80,"Nebim Kod: 24Y0466964","Diğer","",""
4038,"6965 MİANOTTE","2499",40,"Nebim Kod: 24Y0466965","Diğer","",""
4039,"6966 MİANOTTE","2449",80,"Nebim Kod: 24Y0466966","Diğer","",""
4040,"6967 MİANOTTE","2379",40,"Nebim Kod: 24Y0466967","Diğer","",""
4041,"6969 MİANOTTE","2679",40,"Nebim Kod: 24Y0466969","Diğer","",""
4042,"6970 MİANOTTE","2079",40,"Nebim Kod: 24Y0466970","Diğer","",""
4043,"6971 MİANOTTE","2379",120,"Nebim Kod: 24Y0466971","Diğer","",""
4044,"6972 MİANOTTE","2229",120,"Nebim Kod: 24Y0466972","Diğer","",""
4045,"6973 MİANOTTE","2499",40,"Nebim Kod: 24Y0466973","Diğer","",""
4046,"6974 MİANOTTE","2159",80,"Nebim Kod: 24Y0466974","Diğer","",""
4047,"6975 MİANOTTE","3099",40,"Nebim Kod: 24Y0466975","Diğer","",""
4048,"6976 MİANOTTE","3099",80,"Nebim Kod: 24Y0466976","Diğer","",""
4049,"6977 MİANOTTE","3369",80,"Nebim Kod: 24Y0466977","Diğer","",""
4050,"6978 MİANOTTE","2499",40,"Nebim Kod: 24Y0466978","Diğer","",""
4051,"6979 MİANOTTE","2759",80,"Nebim Kod: 24Y0466979","Diğer","",""
4052,"6980 MİANOTTE","2499",80,"Nebim Kod: 24Y0466980","Diğer","",""
4053,"6982 MİANOTTE","2939",80,"Nebim Kod: 24Y0466982","Diğer","",""
4054,"720 MİANOTTE","3199",20,"Nebim Kod: 24Y046720","Diğer","",""
4055,"7700 MİANOTTE","3649",40,"Nebim Kod: 24Y0467700","Diğer","",""
4056,"7701 MİANOTTE","4389",80,"Nebim Kod: 24Y0467701","Diğer","",""
4057,"7702 MİANOTTE","3649",40,"Nebim Kod: 24Y0467702","Diğer","",""
4058,"7704 MİANOTTE","2899",40,"Nebim Kod: 24Y0467704","Diğer","",""
4059,"7705 MİANOTTE","4229",40,"Nebim Kod: 24Y0467705","Diğer","",""
4060,"8000 MİARTE","2499",40,"Nebim Kod: 24Y0468000","Diğer","",""
4061,"8001 MİARTE","3099",40,"Nebim Kod: 24Y0468001","Diğer","",""
4062,"8008 MİARTE","2149",80,"Nebim Kod: 24Y0468008","Diğer","",""
4063,"8010 MİARTE","2399",40,"Nebim Kod: 24Y0468010","Diğer","",""
4064,"8011 MİARTE","2899",40,"Nebim Kod: 24Y0468011","Diğer","",""
4065,"8014 MİARTE","2699",40,"Nebim Kod: 24Y0468014","Diğer","",""
4066,"8015 MİARTE","1999",40,"Nebim Kod: 24Y0468015","Diğer","",""
4067,"8290 MİANOTTE","3689",40,"Nebim Kod: 24Y0468290","Diğer","",""
4068,"8291 MİANOTTE","2679",80,"Nebim Kod: 24Y0468291","Diğer","",""
4069,"8292 MİANOTTE","3649",40,"Nebim Kod: 24Y0468292","Diğer","",""
4070,"8293 MİANOTTE","1399",80,"Nebim Kod: 24Y0468293","Diğer","",""
4071,"8294 MİANOTTE","2679",40,"Nebim Kod: 24Y0468294","Diğer","",""
4072,"8298 MİANOTTE","3799",80,"Nebim Kod: 24Y0468298","Diğer","",""
4073,"8299 MİANOTTE","3359",40,"Nebim Kod: 24Y0468299","Diğer","",""
4074,"901 MİANOTTE","3099",60,"Nebim Kod: 24Y046901","Diğer","",""
4075,"9501 MİARTE","3099",40,"Nebim Kod: 24Y0469501","Diğer","",""
4076,"9503 MİARTE","3199",80,"Nebim Kod: 24Y0469503","Diğer","",""
4077,"9504 MİARTE","2399",40,"Nebim Kod: 24Y0469504","Diğer","",""
4078,"9700 MİANOTTE","3649",120,"Nebim Kod: 24Y0469700","Diğer","",""
4079,"9701 MİANOTTE","4389",120,"Nebim Kod: 24Y0469701","Diğer","",""
4080,"9702 MİANOTTE","4389",80,"Nebim Kod: 24Y0469702","Diğer","",""
4081,"9703 MİANOTTE","4389",40,"Nebim Kod: 24Y0469703","Diğer","",""
4082,"9704 MİANOTTE","3559",80,"Nebim Kod: 24Y0469704","Diğer","",""
4083,"9705 MİANOTTE","4389",80,"Nebim Kod: 24Y0469705","Diğer","",""
4084,"9706 MİANOTTE","3269",40,"Nebim Kod: 24Y0469706","Diğer","",""
4085,"9707 MİANOTTE","4899",80,"Nebim Kod: 24Y0469707","Diğer","",""
4086,"9708 MİANOTTE","3099",80,"Nebim Kod: 24Y0469708","Diğer","",""
4087,"9709 MİANOTTE","3649",80,"Nebim Kod: 24Y0469709","Diğer","",""
4088,"9710 MİANOTTE","4389",80,"Nebim Kod: 24Y0469710","Diğer","",""
4089,"9711 MİANOTTE","2679",40,"Nebim Kod: 24Y0469711","Diğer","",""
4090,"9712 MİANOTTE","1929",40,"Nebim Kod: 24Y0469712","Diğer","",""
4091,"9713 MİANOTTE","5299",40,"Nebim Kod: 24Y0469713","Diğer","",""
4092,"9714 MİANOTTE","4389",40,"Nebim Kod: 24Y0469714","Diğer","",""
4093,"9715 MİANOTTE","4389",80,"Nebim Kod: 24Y0469715","Diğer","",""
4094,"9716 MİANOTTE","3099",80,"Nebim Kod: 24Y0469716","Diğer","",""
4095,"9717 MİANOTTE","2379",120,"Nebim Kod: 24Y0469717","Diğer","",""
4096,"9718 MİANOTTE","2899",120,"Nebim Kod: 24Y0469718","Diğer","",""
4097,"9719 MİANOTTE","2999",80,"Nebim Kod: 24Y0469719","Diğer","",""
4098,"9721 MİANOTTE","2799",120,"Nebim Kod: 24Y0469721","Diğer","",""
4099,"9722 MİANOTTE","3089",40,"Nebim Kod: 24Y0469722","Diğer","",""
4100,"9723 MİANOTTE","4229",80,"Nebim Kod: 24Y0469723","Diğer","",""
4101,"9724 MİANOTTE","4839",80,"Nebim Kod: 24Y0469724","Diğer","",""
4102,"9726 MİANOTTE","3799",80,"Nebim Kod: 24Y0469726","Diğer","",""
